name,release_date,required_age,price,dlc_count,qtd_user_score,user_score,metacritic_score,achievements,developers,publishers,estimated_owners,min_owners,max_owners,discount,count_lang,count_lang_audio,art_style,main_end_time,Ação,Arcade,Atmosférico,Aventura,Baseado em Turnos,Caótico,Casual,Cinematográfico,Combate,Comédia,Competitivo,Construção,Controle por Movimento,Cooperativo,Corrida,Criação de Personagem,Crossover,Detetive,Difícil,DIY (Faça Você Mesmo),Educacional,Esportes,Estilizado,Estratégia,Exploração,Familiar,Fantasia,Fantasia Sombria,Ficção Científica,Fitness (Exergame),FMV (Full Motion Video),Furtividade (Stealth),Gratuito (Free-to-Play),Guerra,Hack and Slash,Histórico,Ilusão de Ótica,Indie,Isométrico,Jogo de Cartas,Loop Temporal,Luta (Fighting Game),Mecha,Metroidvania,Mistério,Mitologia,Multiplayer,Mundo Aberto,Narrativo,Ótima Trilha Sonora,Party Game,Pixel Art,Plataforma,Poker,Psicodélico,Puzzle,Rail Shooter,Relaxante,Remake,Ritmo,RPG,Roguelite,Sandbox,Shooter,Simulação,Sombrio (Dark),Soulslike,Super-herói,Supernatural,Terror,Toys-to-Life,Voxel
Sifu,2022/02/08,17.0,15.99,3.0,1226.0,7.9,81.0,61.0,['Sloclap'],"['Sloclap', 'Kepler Interactive']",750000,500000,1000000,0.0,14.0,4.0,Estilizado,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SILENT HILL 2,2024/10/08,17.0,69.99,0.0,4011.0,9.1,86.0,43.0,['Bloober Team SA'],['KONAMI'],350000,200000,500000,0.0,14.0,3.0,Realista,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skylanders: Imaginators,2016/10/13,10.0,74.99,5.0,82.0,6.3,79.0,43.0,['Toys for Bob'],['Activision'],1000000,,,80.0,11.0,11.0,Cartoon,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Skylanders: SuperChargers,2015/09/20,10.0,74.99,0.0,78.0,5.5,81.0,40.0,"['Vicarious Visions', 'Beenox']",['Activision'],2000000,,,90.0,10.0,10.0,Cartoon,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Skylanders: Trap Team,2014/09/30,10.0,69.99,4.0,111.0,7.5,78.0,46.0,"['Toys for Bob', 'Beenox', 'Vicarious Visions']",['Activision'],4000000,,,60.0,10.0,10.0,Cartoon,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sonic Mania,2017/08/15,0.0,19.99,1.0,951.0,8.5,84.0,18.0,"['Christian Whitehead', 'Headcannon', 'PagodaWest Games']",['SEGA'],1500000,1000000,2000000,0.0,9.0,0.0,Pixel Art,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sonic Superstars,2023/10/17,6.0,59.99,10.0,801.0,8.2,73.0,38.0,"['Arzest','Sonic Team']",['SEGA'],2430000,,,70.0,13.0,0.0,2.5D,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Park™: The Stick of Truth™,2014/03/04,0.0,7.49,2.0,2841.0,8.5,85.0,50.0,['Obsidian Entertainment'],['Ubisoft'],3500000,2000000,5000000,75.0,8.0,2.0,Cartoon,11,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Spelunky 2,2020/09/15,0.0,19.99,1.0,146.0,7.9,91.0,32.0,"['Mossmouth', 'BlitWorks']",['Mossmouth'],1500000,1000000,2000000,0.0,13.0,0.0,Cartoon,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spiritfarer®,2020/08/18,13.0,29.99,3.0,349.0,8.2,84.0,39.0,['Thunder Lotus Games'],['Thunder Lotus Games'],1500000,,,90.0,13.0,0.0,Desenhado,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Splatoon,2015/05/28,10.0,59.99,0.0,1523.0,8.7,81.0,0.0,['Nintendo EAD'],['Nintendo'],11960000,11960000,12000000,0.0,7.0,1.0,Cartoon,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Splatoon 2,2017/07/21,10.0,59.99,0.0,1588.0,8.4,83.0,0.0,['Nintendo EPD'],['Nintendo'],13600000,,,0.0,3.0,3.0,Cartoon,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Splatoon 3,2022/09/09,0.0,59.99,0.0,795.0,7.2,83.0,0.0,['Nintendo EPD'],['NIntendo'],11960000,,,0.0,11.0,11.0,Cartoon,8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Stardew Valley,2016/02/26,0.0,14.99,1.0,2981.0,8.8,89.0,49.0,['ConcernedApe'],['ConcernedApe'],35000000,20000000,50000000,0.0,12.0,0.0,Pixel Art,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Starlink: Battle for Atlas,2018/10/16,0.0,7.49,2.0,256.0,7.7,74.0,41.0,['Ubisoft Toronto'],['Ubisoft'],75000,50000,100000,75.0,16.0,9.0,Realista,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stray,2022/07/19,0.0,29.99,1.0,3120.0,8.3,82.0,24.0,['BlueTwelve Studio'],['Annapurna Interactive'],7500000,5000000,10000000,0.0,16.0,0.0,Realista,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Super Mario 3D World + Bowser's Fury,2021/02/12,0.0,59.99,0.0,1505.0,8.6,89.0,0.0,['Nintendo EPD'],['Nintendo'],13500000,,,0.0,15.0,15.0,Cartoon,13,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Bros. Wonder,2023/10/20,0.0,59.99,0.0,3066.0,8.9,92.0,0.0,['Nintendo EPD'],['Nintendo'],16000000,,,0.0,14.0,14.0,Cartoon,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Maker,2015/09/10,0.0,59.99,0.0,1030.0,8.6,88.0,0.0,"['Nintendo EAD', 'Nintendo EPD', 'Nintendo Software Technology']",['Nintendo'],6000000,4020000,6360000,0.0,7.0,1.0,Pixel Art,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Maker 2,2019/06/28,0.0,59.99,0.0,1307.0,8.3,88.0,0.0,['Nintendo EPD'],['Nintendo'],8500000,,,0.0,14.0,14.0,Pixel Art,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Odyssey,2017/10/27,10.0,59.99,0.0,10815.0,8.9,97.0,0.0,['Nintendo EPD'],['Nintendo'],30000000,,,0.0,14.0,14.0,Cartoon,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Super Mario Party,2018/10/05,0.0,59.99,0.0,826.0,7.1,76.0,0.0,['NDcube'],['Nintendo'],21160000,21160000,21160000,0.0,14.0,14.0,Cartoon,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Mario Party Jamboree,2024/10/17,0.0,59.99,0.0,350.0,8.2,82.0,0.0,['NDcube'],['Nintendo'],7500000,,,0.0,15.0,15.0,Cartoon,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Super Smash Bros. Ultimate,2018/12/07,10.0,59.99,13.0,5065.0,8.7,93.0,0.0,"['Bandai Namco Studios','Sora Ltda.']",['Nintendo'],37000000,,,0.0,14.0,14.0,Cartoon,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tales from the Borderlands,2014/11/25,17.0,19.99,0.0,772.0,8.4,85.0,35.0,['Telltale Games'],['2K'],750000,500000,1000000,0.0,6.0,2.0,Cel-shaded,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last of Us™ Part II,2020/06/19,18.0,49.99,0.0,166326.0,5.8,93.0,45.0,['Naughty Dog'],['PlayStation Publishing'],10000000,10000000,15000000,0.0,25.0,25.0,Realista,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Legend of Zelda: Breath of the Wild,2017/03/03,10.0,59.99,2.0,25485.0,8.9,97.0,0.0,['Nintendo EPD'],['Nintendo'],34510000,,,0.0,15.0,15.0,Cel-shaded,50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Echoes of Wisdom,2024/09/26,0.0,59.99,0.0,1142.0,8.4,85.0,0.0,"['Nintendo EPD', 'Grezzo']",['Nintendo'],2580000,2580000,2580000,0.0,12.0,12.0,Toy-like,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zelda: Tears of the Kingdom,2023/05/12,12.0,69.99,0.0,13851.0,8.8,96.0,0.0,['Nintendo EPD'],['Nintendo'],21730000,21730000,21730000,0.0,11.0,11.0,Cel-shaded,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Messenger,2018/08/30,0.0,19.99,5.0,382.0,8.4,83.0,48.0,['Sabotage'],['Devolver Digital'],750000,500000,1000000,0.0,10.0,0.0,Pixel Art,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Outer Worlds,2019/10/25,17.0,29.99,5.0,1981.0,7.8,82.0,68.0,['Obsidian Entertainment'],['Private Division'],750000,500000,1000000,0.0,11.0,2.0,Realista,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Plucky Squire,2024/09/17,0.0,29.99,0.0,328.0,7.3,78.0,24.0,['All Possible Futures'],['Devolver Digital'],100000,95850,100000,0.0,11.0,11.0,Misto,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Vanishing of Ethan Carter,2014/09/25,0.0,19.99,1.0,919.0,7.8,82.0,14.0,['The Astronauts'],['The Astronauts'],750000,500000,1000000,0.0,7.0,3.0,Realista,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walking Dead: Season Two,2014/12/17,17.0,14.99,0.0,1047.0,8.2,80.0,40.0,['Telltale Games'],['Skybound Games'],1500000,1000000,2000000,0.0,1.0,1.0,Cel-shaded,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Witcher 3: Wild Hunt,2015/05/18,17.0,39.99,22.0,18360.0,9.1,94.0,78.0,['CD PROJEKT RED'],['CD PROJEKT RED'],15000000,10000000,20000000,0.0,17.0,10.0,Realista,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Witness,2016/01/26,0.0,39.99,0.0,907.0,7.3,87.0,2.0,"['Thekla, Inc.']","['Thekla, Inc.']",1500000,1000000,2000000,0.0,15.0,2.0,Estilizado,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolf Among Us,2013/10/11,17.0,14.99,0.0,1345.0,8.7,85.0,35.0,['Telltale'],['Telltale'],1500000,1000000,2000000,0.0,1.0,1.0,Cel-shaded,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Titanfall® 2,2016/10/28,0.0,29.99,5.0,3051.0,8.5,86.0,50.0,['Respawn Entertainment'],['Electronic Arts'],7500000,5000000,10000000,0.0,10.0,10.0,Realista,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tomodachi Life,2014/07/17,0.0,29.99,0.0,366.0,8.1,71.0,0.0,['Nintendo SPD'],['Nintendo'],6720000,,,0.0,6.0,6.0,Cartoon,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Transistor,2014/05/20,0.0,19.99,1.0,752.0,8.2,83.0,33.0,['Supergiant Games'],['Supergiant Games'],1500000,1000000,2000000,0.0,10.0,2.0,Estilizado,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TUNIC,2022/03/16,0.0,29.99,1.0,845.0,7.9,85.0,36.0,['TUNIC Team'],['Finji'],1500000,1000000,2000000,0.0,27.0,27.0,Low Poly,12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Twelve Minutes,2021/08/19,18.0,24.99,1.0,612.0,6.6,76.0,12.0,['Luis Antonio'],['Annapurna Interactive'],250000,,,60.0,15.0,1.0,Realista,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UFO 50,2024/09/18,0.0,24.99,1.0,118.0,7.5,91.0,30.0,['Mossmouth'],['Mossmouth'],75000,50000,100000,0.0,6.0,0.0,Pixel Art,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
UNCHARTED™: A Thief's End,2016/05/10,0.0,49.99,0.0,1485.0,8.4,93.0,101.0,"['Naughty Dog LLC', 'Iron Galaxy Studios']",['PlayStation Publishing LLC'],750000,500000,1000000,0.0,22.0,13.0,Realista,15,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Undertale,2015/09/15,0.0,9.99,1.0,7383.0,8.7,92.0,0.0,['tobyfox'],['tobyfox'],7500000,5000000,10000000,0.0,2.0,0.0,Pixel Art,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
